item,term,candidate,prefixed,vocabulary,tier,fit,reason,definition,source,evidence,found_by
55,oht:hasOpenQuestion,http://www.w3.org/ns/odrl/2/hasPolicy,odrl:hasPolicy,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Identifies an ODRL Policy for which the identified Asset is the target Asset to all the Rules.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
55,oht:hasOpenQuestion,https://schema.org/question,schema:question,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A sub property of object. A question.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
55,oht:hasOpenQuestion,http://purl.obolibrary.org/obo/IAO_0000596,obo:IAO_0000596,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Relates an ontology used to record id policy to the number of digits in the URI. The URI is: the 'has ID prefix"" annotation property value concatenated with an integer in the id range (left padded with ""0""s to make this many digits)",http://purl.obolibrary.org/obo/iao.owl,definition from source file,bm25
55,oht:hasOpenQuestion,http://www.w3.org/ns/oa#hasPurpose,oa:hasPurpose,Web Annotation,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The purpose served by the resource in the Annotation.,https://www.w3.org/ns/oa.ttl,definition from source file,bm25
55,oht:hasOpenQuestion,http://www.w3.org/ns/oa#questioning,oa:questioning,Web Annotation,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The motivation for when the user intends to ask a question about the Target.,https://www.w3.org/ns/oa.ttl,definition from source file,bm25
55,oht:hasOpenQuestion,http://www.w3.org/ns/oa#hasBody,oa:hasBody,Web Annotation,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The object of the relationship is a resource that is a body of the Annotation.,https://www.w3.org/ns/oa.ttl,definition from source file,bm25
55,oht:hasOpenQuestion,http://rdf-vocabulary.ddialliance.org/discovery#question,disco:question,DDI Discovery,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",This property indicates the Questions associated to Variables or contained in Questionnaires.,http://rdf-vocabulary.ddialliance.org/discovery,definition from source file,bm25
55,oht:hasOpenQuestion,http://www.w3.org/ns/oa#hasScope,oa:hasScope,Web Annotation,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The scope or context in which the resource is used within the Annotation.,https://www.w3.org/ns/oa.ttl,definition from source file,bm25
55,oht:hasOpenQuestion,http://rdf-vocabulary.ddialliance.org/discovery#questionText,disco:questionText,DDI Discovery,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",This property contains the actual text of a question as string. See Section 8.2 for examples.,http://rdf-vocabulary.ddialliance.org/discovery,definition from source file,bm25
56,oht:resolution,http://www.w3.org/ns/oa#replying,oa:replying,Web Annotation,1,exact,Motivation for the reply.,"The motivation for when the user intends to reply to a previous statement, either an Annotation or another resource.",https://www.w3.org/ns/oa.ttl,verified at source,lead
56,oht:resolution,http://www.w3.org/ns/oa#hasBody,oa:hasBody,Web Annotation,1,exact,The resolution text.,The object of the relationship is a resource that is a body of the Annotation.,https://www.w3.org/ns/oa.ttl,verified at source,reading
56,oht:resolution,http://www.w3.org/2004/02/skos/core#historyNote,skos:historyNote,SKOS,1,related,About past concept states.,A note about the past state/use/meaning of a concept.,http://www.w3.org/2004/02/skos/core.rdf,verified at source,bm25+lead
56,oht:resolution,https://schema.org/eduQuestionType,schema:eduQuestionType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","For questions that are part of learning resources (e.g. Quiz), eduQuestionType indicates the format of question being given. Example: ""Multiple choice"", ""Open ended"", ""Flashcard"".",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
56,oht:resolution,https://schema.org/ReplyAction,schema:ReplyAction,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The act of responding to a question/message asked/sent by the object. Related to [[AskAction]].\n\nRelated actions:\n\n* [[AskAction]]: Appears generally as an origin of a ReplyAction.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
56,oht:resolution,https://schema.org/replyToUrl,schema:replyToUrl,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The URL at which a reply may be posted to the specified UserComment.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
56,oht:resolution,http://purl.org/spar/cito/hasReplyFrom,cito:hasReplyFrom,CiTO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A relation according to which the cited entity evokes a reply from the citing entity.,http://purl.org/spar/cito,definition from source file,bm25
56,oht:resolution,http://www.w3.org/ns/dcat#temporalResolution,dcat:temporalResolution,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",minimum time period resolvable in a dataset.,https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
56,oht:resolution,http://www.w3.org/ns/dcat#spatialResolutionInMeters,dcat:spatialResolutionInMeters,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","minimum spatial separation resolvable in a dataset, measured in metres.",https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
56,oht:resolution,http://purl.org/skos-history/isVersionHistoryOf,sh:isVersionHistoryOf,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Links the version history set to the skos concept scheme it is about. (Preliminary, may be better located in dsv ontology.)",http://purl.org/skos-history/,definition from source file,bm25
56,oht:resolution,http://www.w3.org/ns/odrl/2/resolution,odrl:resolution,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Resolution of the rendition of the target Asset.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
56,oht:resolution,https://schema.org/question,schema:question,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A sub property of object. A question.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
56,oht:resolution,http://purl.org/skos-history/concepthistory,sh:concepthistory,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Collects the concept deltas of a concept (given in the subject of the triple).,http://purl.org/skos-history/,definition from source file,bm25
56,oht:resolution,http://rdf-vocabulary.ddialliance.org/discovery#question,disco:question,DDI Discovery,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",This property indicates the Questions associated to Variables or contained in Questionnaires.,http://rdf-vocabulary.ddialliance.org/discovery,definition from source file,bm25
56,oht:resolution,https://schema.org/AskAction,schema:AskAction,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The act of posing a question / favor to someone.\n\nRelated actions:\n\n* [[ReplyAction]]: Appears generally as a response to AskAction.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
56,oht:resolution,http://rdf-vocabulary.ddialliance.org/discovery#questionText,disco:questionText,DDI Discovery,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",This property contains the actual text of a question as string. See Section 8.2 for examples.,http://rdf-vocabulary.ddialliance.org/discovery,definition from source file,bm25
56,oht:resolution,https://w3id.org/dpv/risk#resolves,risk:resolves,DPV RISK,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the specified event or action is resolved by this control,https://w3id.org/dpv/risk,definition from source file,bm25
56,oht:resolution,http://purl.org/dc/terms/description,dcterms:description,DCMI Terms,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",An account of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,definition from source file,lead
57,oht:release,http://www.w3.org/ns/dcat#version,dcat:version,DCAT 3,1,exact,A release label; DCAT-AP names it.,The version indicator (name or identifier) of a resource.,https://www.w3.org/ns/dcat.ttl,verified at source,lead
57,oht:release,http://purl.org/pav/version,pav:version,PAV,2,related,Tier 2 alternative.,"The version number of a resource. This is a freetext string, typical values are ""1.5"" or ""21"". The URI identifying the previous version can be provided using prov:previousVersion. This property is normally used in a functional way, although PAV does not formally restrict this.",http://purl.org/pav/,verified at source,lead
57,oht:release,http://www.w3.org/2002/07/owl#versionInfo,owl:versionInfo,OWL 2,1,related,For ontologies.,The annotation property that provides version information for an ontology or another OWL construct.,https://www.w3.org/2002/07/owl.ttl,verified at source,lead
57,oht:release,https://schema.org/recordLabel,schema:recordLabel,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The label that issued the release.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
57,oht:release,https://schema.org/releaseNotes,schema:releaseNotes,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Description of what changed in this version.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
57,oht:release,http://usefulinc.com/ns/doap#Version,doap:Version,DOAP,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Version information of a project release.,http://usefulinc.com/ns/doap,definition from source file,bm25
57,oht:release,https://schema.org/datePublished,schema:datePublished,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Date of first publication or broadcast. For example the date a [[CreativeWork]] was broadcast or a [[Certification]] was issued.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
57,oht:release,http://www.w3.org/ns/oa#TimeState,oa:TimeState,Web Annotation,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A TimeState records the time at which the resource's state is appropriate for the Annotation, typically the time that the Annotation was created and/or a link to a persistent copy of the current version.",https://www.w3.org/ns/oa.ttl,definition from source file,bm25
57,oht:release,https://w3id.org/sssom/review_date,sssom:review_date,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The date the mapping was reviewed. This is different from the date the mapping was asserted and published. If this field is used in a mapping, reviewer_id and/or reviewer_label MUST also be be set.",https://w3id.org/sssom/,definition from source file,bm25
57,oht:release,http://purl.org/skos-history/deltaFrom,sh:deltaFrom,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The version from which the delta is taken. The object of the triple may be a dsv:VersionHistoryRecord.,http://purl.org/skos-history/,definition from source file,bm25
57,oht:release,http://purl.org/skos-history/hasDelta,sh:hasDelta,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A delta for this version. The subject of the triple may be a dsv:VersionHistoryRecord.,http://purl.org/skos-history/,definition from source file,bm25
57,oht:release,http://www.w3.org/ns/prov#wasRevisionOf,prov:wasRevisionOf,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A revision is a derivation that revises an entity into a revised version.,https://www.w3.org/ns/prov.ttl,definition from source file,bm25
57,oht:release,https://schema.org/executableLibraryName,schema:executableLibraryName,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Library file name, e.g., mscorlib.dll, system.web.dll.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
57,oht:release,https://schema.org/sdDatePublished,schema:sdDatePublished,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the date on which the current structured data was generated / published. Typically used alongside [[sdPublisher]].,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
57,oht:release,https://w3id.org/airo#Version,https://w3id.org/airo#Version,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A unique number or name that is assigned to a unique state of an AI system.,https://w3id.org/airo,definition from source file,bm25
57,oht:release,http://usefulinc.com/ns/doap#release,doap:release,DOAP,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A project release.,http://usefulinc.com/ns/doap,definition from source file,bm25
57,oht:release,https://schema.org/releaseOf,schema:releaseOf,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The album this is a release of.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
57,oht:release,https://schema.org/albumRelease,schema:albumRelease,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A release of this album.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
58,oht:redistributable,http://purl.org/dc/terms/accessRights,dcterms:accessRights,DCMI Terms,1,exact,Who may access the archived copy; DCAT-AP harvesters understand it with the EU table.,Information about who access the resource or an indication of its security status.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,bm25+lead
58,oht:redistributable,http://publications.europa.eu/resource/authority/access-right/NON_PUBLIC,access-right:NON_PUBLIC,EU access-right authority table,2,exact,Value.,"access status for resources that are not publicly accessible for privacy, security or other reasons",http://publications.europa.eu/resource/authority/access-right/NON_PUBLIC (dereferenced concept),verified at source (specification text),reading
58,oht:redistributable,http://www.w3.org/ns/odrl/2/distribute,odrl:distribute,ODRL,1,related,The precise action ('To supply the Asset to third-parties') inside an ODRL policy.,To supply the Asset to third-parties.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,verified at source,lead
58,oht:redistributable,http://purl.org/dc/terms/license,dcterms:license,DCMI Terms,1,related,The source's licence; complements.,A legal document giving official permission to do something with the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,bm25+lead
58,oht:redistributable,https://schema.org/archivedAt,schema:archivedAt,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates a page or other link involved in archival of a [[CreativeWork]]. In the case of [[MediaReview]], the items in a [[MediaReviewItem]] may often become inaccessible, but be archived by archival, journalistic, activist, or law enforcement organizations. In such cases, the referenced page may not directly publish the content.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
58,oht:redistributable,https://schema.org/license,schema:license,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A license document that applies to this content, typically indicated by URL.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
58,oht:redistributable,http://usefulinc.com/ns/doap#license,doap:license,DOAP,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The URI of an RDF description of the license the software is distributed under. E.g. a SPDX reference,http://usefulinc.com/ns/doap,definition from source file,bm25
58,oht:redistributable,https://schema.org/sdLicense,schema:sdLicense,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A license document that applies to this structured data, typically indicated by URL.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
58,oht:redistributable,https://w3id.org/airo#hasLicense,https://w3id.org/airo#hasLicense,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates licenses associated with a resource.,https://w3id.org/airo,definition from source file,bm25
58,oht:redistributable,https://w3id.org/dpv#DigitalRightsManagement,dpv:DigitalRightsManagement,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Management of access, use, and other operations associated with digital content",https://w3id.org/dpv,definition from source file,bm25
58,oht:redistributable,http://purl.org/dc/terms/RightsStatement,dcterms:RightsStatement,DCMI Terms,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A statement about the intellectual property rights (IPR) held in or over a resource, a legal document giving official permission to do something with a resource, or a statement about access rights.",https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,definition from source file,bm25
58,oht:redistributable,https://schema.org/acquireLicensePage,schema:acquireLicensePage,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Indicates a page documenting how licenses can be purchased or otherwise acquired, for the current item.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
58,oht:redistributable,https://w3id.org/dpv#UsageControl,dpv:UsageControl,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Management of usage, which is intended to be broader than access control and may cover trust, digital rights, or other relevant controls",https://w3id.org/dpv,definition from source file,bm25
58,oht:redistributable,https://w3id.org/airo#License,https://w3id.org/airo#License,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Represents a copyright license.,https://w3id.org/airo,definition from source file,bm25
58,oht:redistributable,https://w3id.org/dpv#ServiceAccessDetermination,dpv:ServiceAccessDetermination,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Purposes associated with the determination of whether specific conditions or criteria are met for accessing, using, or gaining access to a service",https://w3id.org/dpv,definition from source file,bm25
58,oht:redistributable,https://w3id.org/dpv#Copy,dpv:Copy,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",to produce an exact reproduction of the data,https://w3id.org/dpv,definition from source file,bm25
59,oht:redactions,http://purl.org/dc/terms/provenance,dcterms:provenance,DCMI Terms,1,related,"'changes in ownership and custody'; its usage note allows 'changes successive custodians made', a stretch for redactions.","A statement of any changes in ownership and custody of the resource since its creation that are significant for its authenticity, integrity, and interpretation.",https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,bm25+lead
59,oht:redactions,https://w3id.org/dpv#DataRedaction,dpv:DataRedaction,DPV core,2,related,"A technical measure concept, not a statement.",Removal of sensitive information from a data or document,https://w3id.org/dpv,verified at source,bm25
59,oht:redactions,http://purl.org/dc/terms/description,dcterms:description,DCMI Terms,1,super,Safe parent.,An account of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,reading
59,oht:redactions,http://purl.org/dc/terms/ProvenanceStatement,dcterms:ProvenanceStatement,DCMI Terms,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Any changes in ownership and custody of a resource since its creation that are significant for its authenticity, integrity, and interpretation.",https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#derivedByRemovalFrom,prov:derivedByRemovalFrom,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The dictionary was derived from the other by removal. prov:qualifiedRemoval shows details of the removal, in particular the removed key-entity pairs.",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#qualifiedRemoval,prov:qualifiedRemoval,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The dictionary was derived from the other by removal. prov:qualifiedRemoval shows details of the removal, in particular the removed keys.",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#wasDerivedFrom,prov:wasDerivedFrom,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A derivation is a transformation of an entity into another, an update of an entity resulting in a new one, or the construction of a new entity based on a pre-existing entity.",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#removedKey,prov:removedKey,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The key removed in a Removal.,https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,https://schema.org/datePublished,schema:datePublished,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Date of first publication or broadcast. For example the date a [[CreativeWork]] was broadcast or a [[Certification]] was issued.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#derivedByInsertionFrom,prov:derivedByInsertionFrom,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The dictionary was derived from the other by insertion. prov:qualifiedInsertion shows details of the insertion, in particular the inserted key-entity pairs.",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#wasQuotedFrom,prov:wasQuotedFrom,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","An entity is derived from an original entity by copying, or 'quoting', some or all of it.",https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,https://schema.org/dateDeleted,schema:dateDeleted,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The datetime the item was removed from the DataFeed.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#provenanceUriTemplate,prov:provenanceUriTemplate,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a provenance service to a URI template string for constructing provenance-URIs.,https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#has_provenance,prov:has_provenance,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a provenance-URI for a resource; the resource identified by this property presents a provenance record about its subject or anchor resource.,https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,http://www.w3.org/ns/prov#pingback,prov:pingback,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relates a resource to a provenance pingback service that may receive additional provenance links about the resource.,https://www.w3.org/ns/prov.ttl,definition from source file,bm25
59,oht:redactions,https://schema.org/sdDatePublished,schema:sdDatePublished,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the date on which the current structured data was generated / published. Typically used alongside [[sdPublisher]].,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,http://www.w3.org/ns/prov#used,prov:used,PROV-O,1,exact,Inverse direction.,"A prov:Entity that was used by this prov:Activity. For example, :baking prov:used :spoon, :egg, :oven .",https://www.w3.org/ns/prov.ttl,verified at source,lead
60,oht:hasHumanReview,https://schema.org/review,schema:review,schema.org,2,related,For schema:Review objects.,A review of the item.,https://schema.org/version/latest/schemaorg-current-https.ttl,verified at source,bm25+lead
60,oht:hasHumanReview,https://w3id.org/dpv#hasRecordOfActivity,dpv:hasRecordOfActivity,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a relevant record of activity,https://w3id.org/dpv,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/associatedReview,schema:associatedReview,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",An associated [[Review]].,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,http://purl.org/skos-history/hasDelta,sh:hasDelta,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A delta for this version. The subject of the triple may be a dsv:VersionHistoryRecord.,http://purl.org/skos-history/,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/reviewBody,schema:reviewBody,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The actual body of the review.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,http://purl.org/ontology/bibo/reviewOf,bibo:reviewOf,BIBO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Relates a review document to a reviewed thing (resource, item, etc.).",http://purl.org/ontology/bibo/,definition from source file,bm25
60,oht:hasHumanReview,http://www.w3.org/ns/dcat#record,dcat:record,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A record describing the registration of a single dataset or data service that is part of the catalog.,https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/reviewAspect,schema:reviewAspect,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",This Review or Rating is relevant to this part or facet of the itemReviewed.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/resultReview,schema:resultReview,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A sub property of result. The review that resulted in the performing of the action.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/recordLabel,schema:recordLabel,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The label that issued the release.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/reviewRating,schema:reviewRating,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The rating given in this review. Note that reviews can themselves be rated. The ```reviewRating``` applies to rating given by the review. The [[aggregateRating]] property applies to the review itself, as a creative work.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/reviewCount,schema:reviewCount,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The count of total number of reviews.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
60,oht:hasHumanReview,http://www.w3.org/ns/prov#has_provenance,prov:has_provenance,PROV-O,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a provenance-URI for a resource; the resource identified by this property presents a provenance record about its subject or anchor resource.,https://www.w3.org/ns/prov.ttl,definition from source file,bm25
60,oht:hasHumanReview,http://purl.obolibrary.org/obo/IAO_0000598,obo:IAO_0000598,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Relating an ontology used to record id policy to the ontology namespace whose policy it manages,http://purl.obolibrary.org/obo/iao.owl,definition from source file,bm25
60,oht:hasHumanReview,https://schema.org/associatedMediaReview,schema:associatedMediaReview,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","An associated [[MediaReview]], related by specific common content, topic or claim. The expectation is that this property would be most typically used in cases where a single activity is conducting both claim reviews and media reviews, in which case [[relatedMediaReview]] would commonly be used on a [[ClaimReview]], while [[associatedClaimReview]] would be used on [[MediaReview]].",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
61,oht:reviewStatus,http://purl.org/dc/terms/type,dcterms:type,DCMI Terms,1,exact,One type slot on a review.,The nature or genre of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,lead
61,oht:reviewStatus,http://www.w3.org/ns/odrl/2/isNoneOf,odrl:isNoneOf,ODRL,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A set-based operator indicating that a given value is none of the right operand of the Constraint.,https://www.w3.org/ns/odrl/2/ODRL22.ttl,definition from source file,bm25
61,oht:reviewStatus,https://schema.org/employmentType,schema:employmentType,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Type of employment (e.g. full-time, part-time, contract, temporary, seasonal, internship).",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
61,oht:reviewStatus,https://w3id.org/dpv#ContractUnderReview,dpv:ContractUnderReview,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Status representing contract is under review and is being considered for signing,https://w3id.org/dpv,definition from source file,bm25
61,oht:reviewStatus,https://schema.org/OnlineFull,schema:OnlineFull,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Game server status: OnlineFull. Server is online but unavailable. The maximum number of players has reached.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
61,oht:reviewStatus,https://schema.org/review,schema:review,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A review of the item.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
61,oht:reviewStatus,https://schema.org/associatedReview,schema:associatedReview,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",An associated [[Review]].,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
